path,schema_id,category,study,dataset_inferred,rows,columns,header,bytes,sha256
data/raw_results/edge_orient_vldb/gplus/18pct_1edgeorientdelta_original_decrease_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,6908,c605bcffc0f6618d215f14d6cbfc0ea7e34ef3ee0d71beb1faa05a74f4e55caa
data/raw_results/edge_orient_vldb/gplus/18pct_1edgeorientdelta_original_increase_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,7132,d36587a67e5f1d64ec662827012afcc2f01f50d519476470400d81294c7e4647
data/raw_results/edge_orient_vldb/gplus/20pct_1edgeorientdelta_original_decrease_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,6906,d5efa865f767533332199ff51460da3dd29b0d8ac94a613a509e1f6a09b50d9a
data/raw_results/edge_orient_vldb/gplus/20pct_1edgeorientdelta_original_increase_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,7160,9d6dd0d25af3b6a38337fdf70059a633582491513645ee30b10c6bbc13305a14
data/raw_results/edge_orient_vldb/gplus/3pct_1edgeorientdelta_original_decrease_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,6848,26cd7a0886bf3f390376f07be1a92cdd4b98d7277f0ecaed35a27baa2af14f70
data/raw_results/edge_orient_vldb/gplus/3pct_1edgeorientdelta_original_increase_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,6894,6a6503c2eb6540d2662ba3f5cd7c52ed5dd1f94041c162150b0495e28579c274
data/raw_results/edge_orient_vldb/gplus/5pct_1edgeorientdelta_original_decrease_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,6883,3afb36ab7611f00a8be6ba23255ec9cf2cae5b1578cf438aafc61e83745472be
data/raw_results/edge_orient_vldb/gplus/5pct_1edgeorientdelta_original_increase_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,6939,7e63967b9f793606bbf3c26de6dc1c21c5141fe8768c97fd22f0e107e6c3c219
data/raw_results/edge_orient_vldb/gplus/8pct_1edgeorientdelta_original_decrease_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,6868,3876fad1c8e7ea3bc0e353b9077246dd97a48ee00d40ec7cec5b6d335c647bdb
data/raw_results/edge_orient_vldb/gplus/8pct_1edgeorientdelta_original_increase_results.csv,schema_05,raw_result_csv,edge_orient_vldb,Gplus,15,43,edge_file|n_header|n_used|attack_type|malicious_ratio|poison_prob|malicious_nodes|added_edges|removed_edges|clean_m_used|poisoned_m_used|clean_exact_triangles|poisoned_exact_triangles|load_seconds|clean_exact_seconds|poisoned_exact_seconds|epsilon|psi|workers|runs|run|noise|seed|split_factor|bias_factor|dmax_slack_multiplier|estimate|abs_error_vs_clean|relative_error_vs_clean|abs_error_vs_poisoned|relative_error_vs_poisoned|max_noisy_out_degree_before_slack|dmax_slack|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,6981,cddf7d5c2e2e393445ba8b196920387952beb7e3f9d41e7e20ce65a4845b0264
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_decrease_fixed_n10000_eps0p5_1p0_2p0_p0p025_0p275_0p15_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,17984,2f821a6eb20786d70af5467656d90ac613aa2e5f475a9ac7ce13ce884f7c7d77
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_decrease_fixed_n10000_eps0p5_1p0_2p0_p0p05_0p10_0p20_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,17954,30b02b6bc4f4aac24c3fa314c769eee0346638897285084d84a0ac8fcf4f6560
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_decrease_fixed_n10000_eps0p5_1p0_2p0_p0p125_0p075_0p175_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,17976,174fdd2611bc4285b4fdc042bd4936b0d69e9a889549d179a5952e039acb9ca0
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_decrease_local_n10000_eps0p5_1p0_2p0_p0p025_0p275_0p15_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,18395,71e56b076d7e86c14c35580a9999dc310bcb75bac11b445e87a2e3d43c4d78a3
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_decrease_local_n10000_eps0p5_1p0_2p0_p0p05_0p10_0p20_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,18341,5771042fdabf388a619f0f60be18c81936e34fce3cedc9d80851460d92b40659
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_decrease_local_n10000_eps0p5_1p0_2p0_p0p125_0p075_0p175_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,18413,998fcd87b394a900dcc68c82a9c4b4a0379e20faeb8896b82ad944bf30e052b3
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_decrease_scale_n10000_eps0p5_1p0_2p0_p0p025_0p275_0p15_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,18316,6d7f452bcdfcd514022e8d2139539877bccf95d1edd5827bd3e9ef9f3c5efbad
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_decrease_scale_n10000_eps0p5_1p0_2p0_p0p05_0p10_0p20_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,18294,910d423b29f52df1ded51a93a997f4741d16530f10b4738d2a362f2e7d132f7c
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_decrease_scale_n10000_eps0p5_1p0_2p0_p0p125_0p075_0p175_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,18337,4ce2406554215bcb81357c4950c72339cd6915acce47c3981df1fb62d482b41f
data/raw_results/edge_orient_vldb/gplus/edgeorientdelta_laplaceattack_increase_fixed_n10000_eps0p5_1p0_2p0_p0p025_0p275_0p15_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,Gplus,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,17939,fa41047cd797697ed8132730235c622814d0e5145d04728d46587f7b8f92f1bf
